Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID
Henry V,"$9,953,550",134,"$10,161,099",Nov 8,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl475629057/,9000000,Action Biography Drama History Romance War,PG-13,tt0097499
The Bonfire of the Vanities,"$9,010,230","1,395","$15,691,192",Dec 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1430685185/,47000000,Comedy Drama Romance,R,tt0099165
Havana,"$6,511,157",835,"$9,243,140",Dec 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2656470529/,40000000,Drama Romance War,R,tt0099747
Roger & Me,"$6,420,784",265,"$6,706,368",Dec 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2876016129/,160000,Documentary,,tt0098213
We're No Angels,"$3,644,491","1,495","$10,555,348",Dec 15,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2759362049/,20000000,Comedy Crime,,tt0098625
Metropolitan,"$2,938,208",5,"$2,938,208",Aug 3,"New Line Cinema

",https://www.boxofficemojo.com/release/rl1734510081/,230000,Comedy Drama Romance,,tt0100142
Terminator 2: Judgment Day,"$204,843,345","2,495","$204,843,345",Jul 3,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3396699649/,102000000,Action Sci-Fi,R,tt0103064
Robin Hood: Prince of Thieves,"$164,318,602","2,369","$165,493,908",Jun 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1567393281/,48000000,Action Adventure Drama Romance,,tt0102798
Home Alone,"$138,590,380","2,173","$285,761,243",Nov 16,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3629745665/,18000000,Comedy Family,,tt0099785
The Silence of the Lambs,"$129,601,403","1,642","$130,742,922",Feb 14,"Orion Pictures

",https://www.boxofficemojo.com/release/rl1500612097/,19000000,Crime Drama Thriller,,tt0102926
City Slickers,"$124,033,791","2,171","$124,033,791",Jun 7,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl3393947137/,27000000,Comedy Western,,tt0101587
Dances with Wolves,"$121,634,934","1,636","$184,208,848",Nov 9,"Orion Pictures

",https://www.boxofficemojo.com/release/rl944539137/,22000000,Adventure Drama Western,,tt0099348
Sleeping with the Enemy,"$94,119,451","1,545","$101,599,005",Feb 8,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3429991937/,19000000,Drama Thriller,R,tt0102945
The Addams Family,"$90,628,410","2,411","$113,502,426",Nov 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1749059073/,30000000,Comedy Fantasy,,tt0101272
The Naked Gun 2½: The Smell of Fear,"$86,930,411","2,378","$86,930,411",Jun 28,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2976155137/,23000000,Comedy Crime,,tt0102510
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"$78,656,813","2,868","$78,656,813",Mar 22,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3497297409/,25000000,Action Adventure Comedy Family Sci-Fi,,tt0103060
Hot Shots!,"$69,467,617","1,999","$69,467,617",Jul 31,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2019067393/,26000000,Action Comedy,,tt0092099
Beauty and the Beast,"$67,767,277","1,960","$145,863,363",Nov 15,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4490753/,25000000,Animation Family Fantasy Musical Romance,,tt0101414
Hook,"$64,261,845","2,254","$119,654,823",Dec 11,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl911771137/,70000000,Adventure Comedy Family Fantasy,,tt0102057
Kindergarten Cop,"$61,962,883","1,937","$91,457,688",Dec 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1516013057/,15000000,Action Comedy Crime,,tt0099938
Boyz n the Hood,"$57,504,069",931,"$57,504,069",Jul 12,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl3779495425/,6500000,Crime Drama,R,tt0101507
New Jack City,"$47,624,353",905,"$47,624,353",Mar 8,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3613689345/,8000000,Action Crime Drama Thriller,R,tt0102526
The Rocketeer,"$46,704,056","1,903","$46,704,056",Jun 21,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1097631233/,35000000,Action Adventure Family Sci-Fi,,tt0102803
Thelma & Louise,"$45,360,915","1,180","$45,360,915",May 24,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl376735233/,16500000,Adventure Crime Drama,R,tt0103074
My Girl,"$42,732,283","2,089","$59,489,799",Nov 27,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1885636097/,17000000,Comedy Drama Family Romance,PG,tt0102492
Out for Justice,"$39,673,161","2,010","$39,673,161",Apr 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl6915585/,14000000,Action Crime Drama Thriller,R,tt0102614
The Godfather: Part III,"$38,320,807","1,922","$66,666,062",Dec 25,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1414825473/,54000000,Crime Drama,R,tt0099674
Freddy's Dead: The Final Nightmare,"$34,872,033","1,862","$34,872,033",Sep 13,"New Line Cinema

",https://www.boxofficemojo.com/release/rl4149380609/,11000000,Fantasy Horror,R,tt0101917
White Fang,"$34,793,160","1,259","$34,793,160",Jan 18,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl645629441/,14000000,Adventure Drama,,tt0103247
Jungle Fever,"$32,482,682",844,"$32,482,682",Jun 7,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2505934337/,14000000,Drama Romance,R,tt0102175
The People Under the Stairs,"$24,204,154","1,850","$24,204,154",Nov 1,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3194717697/,6000000,Comedy Horror Mystery Thriller,R,tt0105121
Lionheart,"$24,078,196","1,485","$24,078,196",Jan 11,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3680404993/,6000000,Action Crime Drama Sport,R,tt0100029
House Party 2,"$19,438,638","1,185","$19,438,638",Oct 25,"New Line Cinema

",https://www.boxofficemojo.com/release/rl1566082561/,5000000,Comedy Drama Music Romance,R,tt0102065
For the Boys,"$17,860,280","1,308","$17,860,280",Nov 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1649575425/,40000000,Comedy Drama Music,R,tt0101902
Hudson Hawk,"$17,218,080","2,072","$17,218,080",May 24,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl2656601601/,65000000,Action Adventure Comedy,R,tt0102070
Billy Bathgate,"$15,565,363","1,177","$15,565,363",Nov 1,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1548191233/,48000000,Crime Drama Thriller,R,tt0101453
Madonna: Truth or Dare,"$15,012,935",652,"$15,012,935",May 10,"Miramax

",https://www.boxofficemojo.com/release/rl980846081/,4500000,Documentary Music,R,tt0102370
Flight of the Intruder,"$14,587,732","1,489","$14,587,732",Jan 18,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl642942465/,35000000,Action Drama Thriller War,,tt0099587
The Marrying Man,"$12,454,768","1,343","$12,454,768",Apr 5,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1080264193/,26000000,Comedy Music Romance,R,tt0102411
Ghost,"$12,287,165","1,766","$217,631,306",Jul 13,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3864364545/,22000000,Drama Fantasy Romance Thriller,,tt0099653
The Super,"$11,000,863","1,581","$11,000,863",Oct 4,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3916596737/,22000000,Comedy,R,tt0103007
Scenes from a Mall,"$9,563,393","1,039","$9,563,393",Feb 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3899622913/,3000000,Comedy,,tt0102849
Nothing But Trouble,"$8,479,793","1,671","$8,479,793",Feb 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2238154241/,40000000,Comedy,,tt0102558
Harley Davidson and the Marlboro Man,"$7,434,726","1,196","$7,434,726",Aug 23,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl1247184385/,23000000,Action Crime Drama Thriller Western,R,tt0102005
The Bonfire of the Vanities,"$6,680,959","1,395","$15,691,192",Dec 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1430685185/,47000000,Comedy Drama Romance,R,tt0099165
Rambling Rose,"$6,266,621",236,"$6,266,621",Sep 20,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3748300289/,7500000,Drama,R,tt0102753
Delirious,"$5,546,827","1,142","$5,546,827",Aug 9,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl760186369/,18000000,Comedy Fantasy,,tt0101701
Eve of Destruction,"$5,451,119",987,"$5,451,119",Jan 18,"Orion Pictures

",https://www.boxofficemojo.com/release/rl575702529/,13000000,Action Sci-Fi Thriller,R,tt0101831
True Identity,"$4,693,236",824,"$4,693,236",Aug 23,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3581380097/,15000000,Comedy,R,tt0103128
Dutch,"$4,603,929","1,232","$4,603,929",Jul 19,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3511584257/,17000000,Comedy Drama,,tt0101786
Run,"$4,409,328","1,175","$4,409,328",Feb 1,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3245114881/,16000000,Action Drama Thriller,,tt0102818
Life Stinks,"$4,102,526",865,"$4,102,526",Jul 26,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl2472445441/,13000000,Comedy,,tt0102303
Paris Is Burning,"$3,779,620",91,"$3,779,620",Aug 9,"Miramax

",https://www.boxofficemojo.com/release/rl4217996801/,500000,Documentary,R,tt0100332
Mannequin: On the Move,"$3,752,428","1,540","$3,752,428",May 17,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl660833793/,13000000,Comedy Fantasy Romance,,tt0102395
Another You,"$2,865,916","1,287","$2,865,916",Jul 26,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl138577409/,17000000,Comedy Crime,R,tt0101356
Return to the Blue Lagoon,"$2,807,854","1,246","$2,807,854",Aug 2,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl4285367809/,11000000,Adventure Drama Romance,,tt0080453
Havana,"$2,731,977",835,"$9,243,140",Dec 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2656470529/,40000000,Drama Romance War,R,tt0099747
Spartacus1991 Re-release,"$1,830,650",52,"$1,830,650",Apr 26,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3530589697/,12000000,Adventure Biography Drama History War,,tt0054331
City of Hope,"$1,345,015",84,"$1,345,015",Oct 11,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl3746268673/,3000000,Crime Drama,R,tt0101588
Slacker,"$1,228,108",16,"$1,228,108",Jul 5,"Orion Classics

",https://www.boxofficemojo.com/release/rl3815867905/,23000,Comedy Drama,R,tt0102943
Cool as Ice,"$1,193,062",393,"$1,193,062",Oct 18,"Universal Pictures

",https://www.boxofficemojo.com/release/rl860718593/,6000000,Comedy Drama Music Romance,,tt0101615
The Taking of Beverly Hills,"$939,277",541,"$939,277",Oct 11,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1534428673/,19000000,Action Thriller,R,tt0105526
Batman Returns,"$162,831,698","2,644","$162,831,698",Jun 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3544548865/,80000000,Action Crime Fantasy,PG-13,tt0103776
Lethal Weapon 3,"$144,731,527","2,568","$144,731,527",May 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1616807425/,35000000,Action Crime Thriller,R,tt0104714
Wayne's World,"$120,244,016","1,878","$121,697,323",Feb 14,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3245966849/,20000000,Comedy Music,PG-13,tt0105793
Basic Instinct,"$117,727,224","1,884","$117,727,224",Mar 20,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3997533697/,49000000,Drama Mystery Thriller,R,tt0103772
A League of Their Own,"$107,533,928","2,084","$107,533,928",Jul 1,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3529475585/,40000000,Comedy Drama Family Sport,PG,tt0104694
Aladdin,"$99,144,774","2,331","$217,350,219",Nov 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4148200961/,28000000,Adventure Animation Comedy Family Fantasy Musical Romance,,tt0103639
Patriot Games,"$83,351,587","2,396","$83,351,587",Jun 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3479799297/,45000000,Action Thriller,R,tt0105112
Bram Stoker's Dracula,"$82,522,790","2,491","$82,522,790",Nov 13,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1582204417/,40000000,Horror,R,tt0103874
The Last of the Mohicans,"$75,505,856","1,856","$75,505,856",Sep 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2875164161/,40000000,Action Adventure Drama Romance War,R,tt0104691
Beauty and the Beast,"$72,846,175","1,960","$145,863,363",Nov 15,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4490753/,25000000,Animation Family Fantasy Musical Romance,,tt0101414
Boomerang,"$70,052,444","2,145","$70,052,444",Jul 1,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3141961217/,42000000,Comedy Drama Romance,R,tt0103859
A Few Good Men,"$63,128,837","2,201","$141,340,178",Dec 11,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1666418177/,41000000,Drama Thriller,R,tt0104257
Far and Away,"$58,883,840","1,885","$58,883,840",May 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3545269761/,60000000,Adventure Drama Romance Western,PG-13,tt0104231
Death Becomes Her,"$58,422,650","1,866","$58,422,650",Jul 31,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2219607553/,55000000,Comedy Fantasy Horror,PG-13,tt0104070
Alien 3,"$55,473,545","2,227","$55,473,545",May 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3477112321/,50000000,Action Horror Sci-Fi,R,tt0103644
Hook,"$55,392,978","2,254","$119,654,823",Dec 11,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl911771137/,70000000,Adventure Comedy Family Fantasy,,tt0102057
The Mighty Ducks,"$50,752,337","1,873","$50,752,337",Oct 2,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3863840257/,10000000,Comedy Drama Family Sport,PG,tt0104868
Medicine Man,"$45,500,797","1,370","$45,500,797",Feb 7,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl996312577/,40000000,Adventure Drama Romance,,tt0104839
Honeymoon in Vegas,"$35,208,854","1,765","$35,208,854",Aug 28,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl827885057/,25000000,Comedy Romance Thriller,PG-13,tt0104438
The Lawnmower Man,"$32,100,816","1,318","$32,100,816",Mar 6,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3781133825/,10000000,Horror Sci-Fi,R,tt0104692
The Muppet Christmas Carol,"$21,611,589","2,084","$27,281,507",Dec 11,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3395651073/,12000000,Comedy Drama Family Fantasy Musical,,tt0104940
The Addams Family,"$19,933,449","2,411","$113,502,426",Nov 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1749059073/,30000000,Comedy Fantasy,,tt0101272
My Girl,"$16,757,515","2,089","$59,489,799",Nov 27,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1885636097/,17000000,Comedy Drama Family Romance,PG,tt0102492
The Great Mouse Detective1992 Re-release,"$13,288,756","1,420","$13,288,756",Feb 14,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2690090497/,14000000,Adventure Animation Family Musical Mystery,,tt0091149
Christopher Columbus: The Discovery,"$8,251,071","1,512","$8,251,071",Aug 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2622195201/,40000000,Adventure Biography Drama History,PG-13,tt0103962
1492: Conquest of Paradise,"$7,191,399","1,008","$7,191,399",Oct 9,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl390170113/,47000000,Adventure Biography Drama History,PG-13,tt0103594
Reservoir Dogs,"$2,832,029",61,"$2,832,029",Oct 23,"Miramax

",https://www.boxofficemojo.com/release/rl2322433537/,1200000,Crime Drama Thriller,R,tt0105236
Newsies,"$2,819,485","1,259","$2,819,485",Apr 10,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3261367809/,15000000,Drama Family History Musical,PG,tt0104990
Shadows and Fog,"$2,735,731",288,"$2,735,731",Mar 20,"Orion Pictures

",https://www.boxofficemojo.com/release/rl2641266177/,14000000,Comedy,,tt0105378
Casablanca1992 Re-release,"$1,719,913",11,"$1,719,913",Apr 10,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl3192423937/,950000,Drama Romance War,PG,tt0034583
Light Sleeper,"$1,050,861",37,"$1,050,861",Aug 21,"Fine Line Features

",https://www.boxofficemojo.com/release/rl2388559361/,5000000,Crime Drama,R,tt0102307
Peter's Friends,"$643,545",140,"$4,058,564",Dec 25,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl1399358977/,5000000,Comedy Drama Romance,R,tt0105130
Shakes the Clown,"$115,103",9,"$115,103",Mar 13,"IRS Media

",https://www.boxofficemojo.com/release/rl2406385153/,1400000,Comedy Crime Drama,R,tt0102898
High Strung,$904,1,$904,Dec 4,-,https://www.boxofficemojo.com/release/rl3126429185/,300000,Comedy,PG,tt0102032
Jurassic Park,"$338,929,640","2,566","$357,067,947",Jun 11,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2354939393/,63000000,Action Adventure Sci-Fi Thriller,PG-13,tt0107290
Sleepless in Seattle,"$126,680,884","1,657","$126,680,884",Jun 25,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3597764097/,21000000,Comedy Drama Romance,PG,tt0108160
Mrs. Doubtfire,"$109,086,478","2,354","$219,195,243",Nov 24,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2085520897/,25000000,Comedy Drama Family,PG-13,tt0107614
In the Line of Fire,"$102,314,823","2,129","$102,314,823",Jul 9,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl3881731585/,40000000,Action Crime Drama Thriller,R,tt0107206
Aladdin,"$99,919,569","2,331","$217,350,219",Nov 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4148200961/,28000000,Adventure Animation Comedy Family Fantasy Musical Romance,,tt0103639
Cliffhanger,"$84,049,211","2,431","$84,049,211",May 28,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl608863745/,70000000,Action Adventure Thriller,R,tt0106582
